Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Type
Primitivo Rosato 2019,Italy,Puglia,Doppio Passo,3.9,284,6.2,2019,Rose
Cabernet Sauvignon Rosé 2019,South Africa,Stellenbosch,Mulderbosch,3.6,284,8.45,2019,Rose
Pinot Rosé 2016,New Zealand,Marlborough,The Ned,3.7,311,12.9,2016,Rose
Rosé 2019,France,Vin de France,La Vieille Ferme,3.5,317,6.86,2019,Rose
Rosé 2019,France,Côtes de Thongue,Domaine Montrose,3.8,327,8.99,2019,Rose
Sofia Rosé 2018,United States of America,Monterey County,Francis Ford Coppola,3.9,338,22.9,2018,Rose
Summer In A Bottle Rosé 2019,United States of America,Long Island,Wölffer Estate,4.1,341,24.9,2019,Rose
Pinot Grigio Ramato 2018,Italy,Friuli-Venezia Giulia,Attems,3.8,346,11.9,2018,Rose
Cipresseto Rosato Toscana 2018,Italy,Toscana,Santa Cristina,3.7,350,9.99,2018,Rose
Pinot Rosé 2017,New Zealand,Marlborough,The Ned,3.7,357,12.9,2017,Rose
Cherub (Syrah) Rosé 2016,Chile,Colchagua Valley,Montes,3.6,366,10.69,2016,Rose
Rosamara (Valtenesi Chiaretto) 2018,Italy,Lombardia,Costaripa,3.8,371,13.4,2018,Rose
Rosado 2018,Spain,Rioja Alavesa,El Coto,3.3,378,4.99,2018,Rose
Rosado 2017,Spain,Navarra,Gran Feudo,3.3,387,7.5,2017,Rose
Bone Dry Rosé 2018,Germany,Pfalz,Reichsrat von Buhl,3.6,410,9.5,2018,Rose
Fleur de Mer Rosé 2019,France,Côtes de Provence,Les Maitres Vignerons de la Presqu'ile de Saint-Tropez,4.1,415,8.6,2019,Rose
Cuvée Clive 2014,South Africa,Robertson,Graham Beck,4.2,35,45,2014,Sparkling
Millésimé Crémant du Jura Brut 2014,France,Crémant du Jura,Tissot-Maire,3.7,35,13.9,2014,Sparkling
Cuvée Esplendor Vinyes Propies 2014,Spain,Penedès,Vardon Kennett,3.5,35,45.74,2014,Sparkling
Grande Cuvée de Purcari Extra Brut 2016,Moldova,South Eastern,Château Purcari,4.4,35,49.98,2016,Sparkling
Rosé Prestige Brut 2012,Germany,Rheinhessen,Raumland,4.1,36,20.28,2012,Sparkling
Blanc de Blancs Brut Champagne Premier Cru 2010,France,Champagne Premier Cru,Paul Michel,3.9,36,31.68,2010,Sparkling
Vigna Senza Nome Moscato d'Asti 2019,Italy,Moscato d'Asti,Braida,4.1,36,11.43,2019,Sparkling
Valdobbiadene Millesimato Brut 2017,Italy,Conegliano-Valdobbiadene Prosecco,Borgo Molino,4.1,36,14.9,2017,Sparkling
Prosecco Millesimato Brut 2018,Italy,Prosecco,Fili,4,36,11.05,2018,Sparkling
Blanc de Noirs Brut 2016,Germany,Baden,Griesel & Compagnie,4,36,15.5,2016,Sparkling
Cuvée Eugénie Crémant de Limoux Brut 2017,France,Crémant de Limoux,Antech,3.6,37,14.62,2017,Sparkling
‘61 Franciacorta Rosé 1961,Italy,Franciacorta,Berlucchi,3.8,37,18.91,1961,Sparkling
Cuvée Marie-Luise Brut 2013,Germany,Rheinhessen,Raumland,3.8,38,17.55,2013,Sparkling
La Croisette Brut Champagne 2014,France,Champagne,Leclerc Briant,4.3,38,145.7,2014,Sparkling
Vintage Rosé Brut Champagne 2012,France,Champagne,Veuve Clicquot,4.2,39,78.49,2012,Sparkling
Cristal Rosé Brut Champagne (Millésimé) 2012,France,Champagne,Louis Roederer,4.7,39,449.9,2012,Sparkling
Valdobbiadene Prosecco Superiore Brut Dosaggio Zero 2018,Italy,Conegliano-Valdobbiadene Prosecco,Col Vetoraz,3.5,39,14.9,2018,Sparkling
Reserve Rosé Champagne 2005,France,Champagne,Charles Heidsieck,4.2,40,109.92,2005,Sparkling
Brut Champagne 2010,France,Champagne,Barons de Rothschild (Lafite),4.3,41,75.95,2010,Sparkling
Inspiration de Saison Extra Brut Champagne 2010,France,Champagne,Michel Loriot,3.9,41,37.64,2010,Sparkling
Rosa Regale 2019,Italy,Brachetto d'Acqui,Banfi,4,42,7.6,2019,Sparkling
Prosecco Valdobbiadene Rive di Refrontolo Superiore Brut 2018,Italy,Conegliano-Valdobbiadene Prosecco,Santa Margherita,3.8,42,16.07,2018,Sparkling
Franciacorta Rosé 2013,Italy,Franciacorta,Bellavista,3.9,43,57.61,2013,Sparkling
Athesis Brut Rosé 2016,Italy,Südtirol - Alto Adige,Kettmeir,3.9,43,23.11,2016,Sparkling
Il Vino dei Poeti Gold 2018,Italy,Prosecco,Bottega,3.9,43,19.4,2018,Sparkling
Millesimato Extra Dry Prosecco 2017,Italy,Prosecco,Paladin,3.7,43,11.36,2017,Sparkling
Trentasei 2014,Italy,Modena,Cantina della Volta,3.8,45,24.4,2014,Sparkling
Somnam’Bulles 2017,France,Vin de France,Mas del Périé - Fabien Jouves,3.8,46,13.9,2017,Sparkling
Prosecco Treviso Millesimato Extra Dry 2018,Italy,Prosecco di Treviso,Sanmartino,3.9,47,10.5,2018,Sparkling
Cuvée Vaux Brut 2016,Germany,Rheingau,Schloss Vaux,3.9,48,11.62,2016,Sparkling
Millesimé Carte d'Or Brut Champagne Premier Cru 2010,France,Champagne Premier Cru,Henriet-Bazin,3.9,48,39.95,2010,Sparkling
Millesimé Extra Brut Champagne 2013,France,Champagne,Leclerc Briant,4.3,50,60.2,2013,Sparkling
Brut Rosé 2015,South Africa,Franschhoek,L'Ormarins,3.7,52,16.93,2015,Sparkling
Noces de Craie Champagne Grand Cru 'Aÿ' 2015,France,Champagne Grand Cru 'Aÿ',Marc Hébrart,4.4,53,65,2015,Sparkling
Spumante Extra Brut 2015,Italy,Piemonte,Bruno Giacosa,3.6,55,27.06,2015,Sparkling
L'Ermitage Brut Rosé 2006,United States of America,Anderson Valley,Roederer Estate,4.2,55,66.9,2006,Sparkling
Rosé Brut Champagne (Vintage) 2014,France,Champagne,Louis Roederer,4.1,56,48.64,2014,Sparkling
Cava Organic Brut Nature 2017,Spain,Cava,Vilarnau,3.8,57,14.53,2017,Sparkling
Rheingauer Réserve Riesling Brut 2014,Germany,Rheingau,Schloss Vaux,3.6,58,19,2014,Sparkling
Molera Valdobbiadene Prosecco Superiore Extra Dry 2017,Italy,Conegliano-Valdobbiadene Prosecco,Bisol,3.9,59,19.98,2017,Sparkling
Kaapse Vonkel Brut 2018,South Africa,Western Cape,Simonsig,3.9,59,12.18,2018,Sparkling
Mont Marvin Cuvée Brut Champagne 2011,France,Champagne,Lacroix Triaulaire,4,59,42,2011,Sparkling
Rheingauer Réserve Riesling Brut 2015,Germany,Rheingau,Schloss Vaux,3.9,62,18.5,2015,Sparkling
Riesling Brut 2017,Germany,Rheingau,Kloster Eberbach,3.6,63,12.6,2017,Sparkling
Riserva Extra Brut 2012,Italy,Trentino-Alto Adige,Arunda,4.1,64,24.15,2012,Sparkling
Efecte Classic Penedès Brut Reserva 2017,Spain,Penedès,Albet i Noya,3.9,66,15.6,2017,Sparkling
Triumvirat Grande Cuvée Brut 2009,Germany,Rheinhessen,Raumland,4.1,66,42.95,2009,Sparkling
'Giulio Ferrari' Riserva del Fondatore Rosé 2006,Italy,Trentino,Ferrari,4.5,66,239,2006,Sparkling
N.P.U Brut Champagne (Nec Plus Ultra) 2004,France,Champagne,Bruno Paillard,4.4,67,169,2004,Sparkling
Teatro Alla Scala 2013,Italy,Franciacorta,Bellavista,4,67,47.53,2013,Sparkling
Il Vino dei Poeti Gold 2017,Italy,Prosecco,Bottega,3.8,67,19.4,2017,Sparkling
Imperial Brut 2015,Spain,Cava,Gramona,4,70,19.99,2015,Sparkling
L'Authentique Brut Champagne 2009,France,Champagne,Tribaut Schloesser,4.2,70,78.95,2009,Sparkling
Bricco Quaglia Moscato d'Asti 2019,Italy,Moscato d'Asti,La Spinetta,4.1,71,15.69,2019,Sparkling
Moscato d'Asti 2019,Italy,Moscato d'Asti,Prunotto,3.9,74,11.9,2019,Sparkling
Cuvée Prestige Millésimé Brut Champagne 2013,France,Champagne,J.M. Gobillard & Fils,4.2,77,33.92,2013,Sparkling
Serral del Vell Brut Nature 2009,Spain,Cava,Recaredo,4.3,77,39.5,2009,Sparkling
Millesimé Brut Champagne 2013,France,Champagne,Deutz,4,78,48.5,2013,Sparkling
Brut 2018,Italy,Conegliano-Valdobbiadene Prosecco,Bepin de Eto,3.8,78,11.21,2018,Sparkling
Franciacorta Rosé 2015,Italy,Franciacorta,Bellavista,4.1,78,46.9,2015,Sparkling
Millésime Brut Champagne 2009,France,Champagne,Tribaut Schloesser,4.2,79,39.95,2009,Sparkling
Conte Aimo Blanc de Noir 2009,Italy,Franciacorta,Montenisa,4.2,80,47,2009,Sparkling
Réserve Blanquette de Limoux Brut 2016,France,Blanquette de Limoux,Antech,3.7,80,14.62,2016,Sparkling
Brut Nature Vintage 2015,Spain,Cava,Vilarnau,3.3,83,15.61,2015,Sparkling
Riesling Brut 2017,Germany,Pfalz,Reichsrat von Buhl,3.9,84,14.75,2017,Sparkling
Millesimé Exception Brut Champagne 2014,France,Champagne,Drappier,4.1,86,39.79,2014,Sparkling
Franciacorta Pas Operé 2012,Italy,Franciacorta,Bellavista,4.2,87,45.9,2012,Sparkling
Brut Rosé 2015,Germany,Baden,Griesel & Compagnie,3.9,88,15.5,2015,Sparkling
Triumvirat Grande Cuvée Brut 2010,Germany,Rheinhessen,Raumland,4.2,88,39,2010,Sparkling
Ribolla Gialla 2015,Italy,Colli Orientali del Friuli,Collavini,4.1,89,26.31,2015,Sparkling
Comtes de Champagne Rosé 2007,France,Champagne,Taittinger,4.3,89,208.2,2007,Sparkling
Vértice Gouveio Bruto 2007,Portugal,Douro,Caves Transmontanas,4.1,90,23.39,2007,Sparkling
Prosecco 2016,Italy,Prosecco,Zonin,3.4,90,8.24,2016,Sparkling
Franciacorta Riserva Satèn Palazzo Lana 2008,Italy,Franciacorta,Berlucchi,4.2,92,69.9,2008,Sparkling
Brut Blanc De Blancs 2015,South Africa,Robertson,Graham Beck,4,92,19.9,2015,Sparkling
Francesco Galliano Blanc de Blancs 2015,Italy,Piemonte,Borgo Maragliano,3.7,92,17.9,2015,Sparkling
Geheimrat J Riesling Klassische Flaschengärung Sekt Brut 2011,Germany,Rheingau,Weingüter Wegeler,3.9,93,28.38,2011,Sparkling
Moncalvina Moscato d'Asti 'Canelli' 2018,Italy,Moscato d'Asti,Coppo,4.2,94,11.9,2018,Sparkling
Franciacorta Satèn Brut 2015,Italy,Franciacorta,Ricci Curbastro,3.9,95,24.37,2015,Sparkling
Blanc de Noirs Brut 2015,Germany,Baden,Griesel & Compagnie,3.8,95,32,2015,Sparkling
Conde de Haro Brut 2016,Spain,Cava,Muga,3.8,96,16.47,2016,Sparkling
Blanc de Trilogia 2018,Spain,Valencia,Los Frailes,4,96,9.45,2018,Sparkling
Cascinetta Moscato d'Asti 2019,Italy,Moscato d'Asti,Vietti,4.2,98,13.5,2019,Sparkling
Perlae Naonis Millesimato Prosecco 2018,Italy,Prosecco,San Simone,3.9,101,13.21,2018,Sparkling
Cava La Cuvee Gran Reserva 2015,Spain,Cava,Gramona,3.9,104,17.85,2015,Sparkling
Brut Almerita Regaleali 2015,Italy,Contea di Sclafani,Tasca d'Almerita,3.9,105,24.2,2015,Sparkling
Cava Brut Stars Touch Of Rosé 2017,Spain,Cava,Castillo Perelada,3.8,105,12.99,2017,Sparkling
Millesimato Extra Dry Prosecco 2018,Italy,Prosecco,Paladin,4.1,105,10.43,2018,Sparkling
Arte Tradicional Brut Espumante Rosé 2017,Brazil,Vale dos Vinhedos,Casa Valduga,3.7,105,11.95,2017,Sparkling
Rosé Brut Champagne (Extra Cuvée de Réserve) 2012,France,Champagne,Pol Roger,4.3,107,66.29,2012,Sparkling
La Caliera Moscato d'Asti 2019,Italy,Moscato d'Asti,Borgo Maragliano,4.2,108,9.5,2019,Sparkling
Blanc de Blancs Brut Champagne Premier Cru 2013,France,Champagne Premier Cru,Mandois,4,110,30.17,2013,Sparkling
Millésime Brut Collection Mémoire Champagne Grand Cru 'Aÿ' 2010,France,Champagne Grand Cru 'Aÿ',Lallier,4.3,112,65.69,2010,Sparkling
D Millésimé Champagne 2008,France,Champagne,Veuve A. Devaux,4,112,57.51,2008,Sparkling
Le Fronde Moscato d'Asti 2018,Italy,Moscato d'Asti,Fontanafredda,4.3,113,10.42,2018,Sparkling
Cuvée Oenophile Non Dose Extra Brut Champagne Premier Cru 2012,France,Champagne Premier Cru,Pierre Gimonnet & Fils,4.1,114,42,2012,Sparkling
Vendemmia Rosé 2014,Italy,Franciacorta,Bellavista,4.1,115,39.9,2014,Sparkling
Prosecco Millesimato 2018,Italy,Prosecco,Biscardo,3.8,116,9.5,2018,Sparkling
Sir Winston Churchill Brut Champagne 2009,France,Champagne,Pol Roger,4.6,117,184.24,2009,Sparkling
Perlé Bianco Riserva 2010,Italy,Trento,Ferrari,4.1,118,52.61,2010,Sparkling
Brut Rosé 2014,Italy,Lambrusco di Sorbara,Cantina della Volta,3.9,119,28.7,2014,Sparkling
Rosé 2015,United Kingdom,Kent,Gusbourne,3.9,119,62.29,2015,Sparkling
D. D. R. 2009,Italy,Modena,Cantina della Volta,4.2,120,35.37,2009,Sparkling
Tresor Brut 2012,France,Saumur,Bouvet-Ladubay,3.8,122,35.5,2012,Sparkling
Langenlois Blanc de Blancs Brut Nature 2013,Austria,Niederösterreich,Loimer,4,122,34.9,2013,Sparkling
Brut Vintage Champagne (Cuvée Royale) 2004,France,Champagne,Joseph Perrier,3.9,122,60.08,2004,Sparkling
Cuvée Elisabeth Salmon Brut Rosé Champagne 2007,France,Champagne,Billecart-Salmon,4.5,125,184.24,2007,Sparkling
Franciacorta Brut Rosé 2015,Italy,Franciacorta,Ferghettina,3.9,127,40.1,2015,Sparkling
Comtesse Marie de France Brut Millésime Champagne Grand Cru 'Bouzy' 2006,France,Champagne Grand Cru 'Bouzy',Paul Bara,4.4,127,77.93,2006,Sparkling
Prosecco Millesimato 2017,Italy,Prosecco,Biscardo,3.9,127,19.95,2017,Sparkling
N.P.U Brut Champagne (Nec Plus Ultra) 2003,France,Champagne,Bruno Paillard,4.5,128,145.73,2003,Sparkling
Brut Champagne 2010,France,Champagne,Dom Pérignon,4.6,131,167.48,2010,Sparkling
Cuvée Vaux Brut 2015,Germany,Rheingau,Schloss Vaux,3.8,135,11.62,2015,Sparkling
Petit Albet Clàssic Penedès Brut 2017,Spain,Penedès,Albet i Noya,3.7,135,11.95,2017,Sparkling
Blanc de Noir 2018,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.9,135,12.69,2018,Sparkling
Grande Sendrée Champagne Brut 2009,France,Champagne,Drappier,4.3,136,61.55,2009,Sparkling
Cuvée ∝ (Alpha) Champagne 2006,France,Champagne,Jacquart,4.3,137,126.32,2006,Sparkling
Prosecco Millesimato Dry 2018,Italy,Prosecco,Corte Giara,3.6,137,11.6,2018,Sparkling
Leonia Brut Millesimato Pomino 2014,Italy,Pomino,Castello Pomino,3.8,137,31.38,2014,Sparkling
Belle Epoque Rosé Brut Champagne 2002,France,Champagne,Perrier-Jouët,4.6,138,259.95,2002,Sparkling
Cuvée dei Frati Brut 2019,Italy,Lombardia,Cà dei Frati,3.9,141,18.9,2019,Sparkling
Perlé Nero Riserva 2010,Italy,Trento,Ferrari,4.1,143,69.95,2010,Sparkling
Assemblage Brut Champagne 2009,France,Champagne,Bruno Paillard,4.4,144,75,2009,Sparkling
Vértice Millesimé 2010,Portugal,Douro,Caves Transmontanas,4,145,19.5,2010,Sparkling
Clos Saint-Hilaire Brut Champagne 1999,France,Champagne,Billecart-Salmon,4.5,146,336.31,1999,Sparkling
Spätburgunder Brut Rosé 2016,Germany,Pfalz,Reichsrat von Buhl,3.9,151,18.9,2016,Sparkling
Kaapse Vonkel Brut 2017,South Africa,Western Cape,Simonsig,3.6,154,12.5,2017,Sparkling
Moncucco Moscato d'Asti 2018,Italy,Moscato d'Asti,Fontanafredda,4.3,154,14.6,2018,Sparkling
Prosecco Conegliano Valdobbiadene Superiore Brut 2017,Italy,Conegliano-Valdobbiadene Prosecco,Cecilia Beretta,3.9,158,13.57,2017,Sparkling
Tresor Brut 2016,France,Saumur,Bouvet-Ladubay,3.6,158,15.4,2016,Sparkling
Alta Langa Contessa Rosa Rosé 2012,Italy,Alta Langa,Fontanafredda,3.8,159,29.05,2012,Sparkling
Les Nogers Blanc de Blancs Extra Brut Champagne Premier Cru 2012,France,Champagne Premier Cru,Dhondt-Grellet,4.3,160,79,2012,Sparkling
'61 Franciacorta Nature 2012,Italy,Franciacorta,Berlucchi,4,163,29.9,2012,Sparkling
Prosecco Superiore di Conegliano Valdobbiadene Millesimato Brut 2018,Italy,Conegliano-Valdobbiadene Prosecco,Canella,3.9,165,13.97,2018,Sparkling
Vintage Brut Champagne 2012,France,Champagne,Piper-Heidsieck,4.2,166,53.3,2012,Sparkling
Cava Stars Brut Nature 2016,Spain,Cava,Castillo Perelada,3.7,166,12.59,2016,Sparkling
Jaume Codorníu Gran Reserva Cava 2013,Spain,Cava,Codorníu,4.1,166,44.99,2013,Sparkling
Bolla Ciao Alta Langa Brut 2013,Italy,Alta Langa,Fontanafredda,3.7,169,21.53,2013,Sparkling
Special Club Grands Terroirs de Chardonnay Champagne 2010,France,Champagne,Pierre Gimonnet & Fils,4.2,171,52,2010,Sparkling
Kaapse Vonkel Brut Rosé 2018,South Africa,Stellenbosch,Simonsig,3.7,178,12.57,2018,Sparkling
Rare Brut Champagne (Millesimé) 2006,France,Champagne,Piper-Heidsieck,4.4,178,144.05,2006,Sparkling
Moncucco Moscato d'Asti 2016,Italy,Moscato d'Asti,Fontanafredda,4.1,179,17.09,2016,Sparkling
N.P.U Brut Champagne (Nec Plus Ultra) 2002,France,Champagne,Bruno Paillard,4.6,181,174.97,2002,Sparkling
James Bond 007 Brut Champagne 2011,France,Champagne,Bollinger,4.5,182,167.66,2011,Sparkling
Blanc de Blancs Brut Champagne Grand Cru 2006,France,Champagne Grand Cru,Bonnaire,4,183,42.79,2006,Sparkling
Brut Reserve 2014,United Kingdom,Kent,Gusbourne,4.1,185,53.51,2014,Sparkling
Vittorio Moretti 2006,Italy,Franciacorta,Bellavista,4.3,186,114.17,2006,Sparkling
Vittorio Moretti 2011,Italy,Franciacorta,Bellavista,4.3,187,89,2011,Sparkling
Cava Tresor Reserva Brut 2014,Spain,Cava,Pere Ventura,3.5,190,12.95,2014,Sparkling
Spécial Club Brut Champagne Premier Cru 2015,France,Champagne Premier Cru,Marc Hébrart,4.2,191,49.9,2015,Sparkling
La Grande Année Brut Champagne 2012,France,Champagne,Bollinger,4.6,193,119,2012,Sparkling
Moxxe Pinot Grigio - Verduzzo 2018,Italy,Valpolicella,Masi,3.7,193,14.99,2018,Sparkling
Contessa Maggi Riserva 2007,Italy,Franciacorta,Montenisa,4.2,198,47,2007,Sparkling
Prosecco Conegliano Valdobbiadene Superiore Brut 2018,Italy,Conegliano-Valdobbiadene Prosecco,Cecilia Beretta,3.8,198,13.01,2018,Sparkling
Special Club Brut Champagne Grand Cru 'Bouzy' 2008,France,Champagne Grand Cru 'Bouzy',Paul Bara,4.2,200,58,2008,Sparkling
Cava Stars Brut Nature 2015,Spain,Cava,Castillo Perelada,3.7,202,10.6,2015,Sparkling
Cuvée Joséphine Brut Champagne 2008,France,Champagne,Joseph Perrier,4.4,204,88.9,2008,Sparkling
Cuvée Prestige Millésimé Brut Champagne 2012,France,Champagne,J.M. Gobillard & Fils,4.1,205,34.8,2012,Sparkling
'Giulio Ferrari' Riserva del Fondatore 2008,Italy,Trento,Ferrari,4.4,205,87.5,2008,Sparkling
Cuvée Annamaria Clementi (Extra Brut) 2010,Italy,Franciacorta,Ca' del Bosco,4.5,206,88.9,2010,Sparkling
Brut Zero 2012,South Africa,Robertson,Graham Beck,3.8,209,25.5,2012,Sparkling
Spumante 2012,Italy,Lambrusco di Sorbara,Cantina della Volta,3.8,221,28.7,2012,Sparkling
Leonia Brut Millesimato Pomino 2015,Italy,Pomino,Castello Pomino,3.9,221,30.19,2015,Sparkling
Dom Ruinart Rosé Brut Champagne 2004,France,Champagne,Ruinart,4.6,221,259,2004,Sparkling
Lightly Sparkling - Sauvignon Blanc 2018,New Zealand,Marlborough,Villa Maria,4.2,223,11.08,2018,Sparkling
Blanc de Blancs 2014,United Kingdom,Kent,Gusbourne,4.1,227,57.51,2014,Sparkling
Giustino B. Valdobbiadene Prosecco Superiore 2018,Italy,Conegliano-Valdobbiadene Prosecco,Ruggeri,4.1,229,19.99,2018,Sparkling
Cava Reserva Brut Milesimé 2015,Spain,Cava,Juvé & Camps,4,232,24.5,2015,Sparkling
Moscato d'Asti 2016,Italy,Moscato d'Asti,Ruffino,4.2,232,13.15,2016,Sparkling
N.P.U Brut Champagne (Nec Plus Ultra) 1999,France,Champagne,Bruno Paillard,4.5,234,184.23,1999,Sparkling
Les Fumées Blanches Sauvignon Blanc Sparkling (Pétillant) 2018,France,Vin de France,François Lurton,3.7,246,7.45,2018,Sparkling
Franciacorta Satèn 2014,Italy,Franciacorta,Bellavista,4.1,246,57.28,2014,Sparkling
Brut Nature Champagne (Philippe Starck) 2012,France,Champagne,Louis Roederer,4.1,249,79.9,2012,Sparkling
Cava Reserva Brut Cinta Purpura 2016,Spain,Cava,Juvé & Camps,3.8,251,12.95,2016,Sparkling
Franciacorta Saten Brut 2015,Italy,Franciacorta,Ferghettina,4,265,38.7,2015,Sparkling
Femme de Champagne 1996,France,Champagne,Duval-Leroy,4.5,271,239.7,1996,Sparkling
Cristal Brut Champagne (Millésimé) 2012,France,Champagne,Louis Roederer,4.5,282,205.84,2012,Sparkling
‘61 Franciacorta Brut 1961,Italy,Lombardia,Berlucchi,3.9,282,17.95,1961,Sparkling
Terre de Vertus Champagne Premier Cru 2013,France,Champagne Premier Cru,Larmandier-Bernier,4.2,286,58.39,2013,Sparkling
Dom Ruinart Blanc de Blancs Brut Champagne 2007,France,Champagne,Ruinart,4.5,287,169,2007,Sparkling
Millésime Brut Collection Mémoire Champagne Grand Cru 'Aÿ' 2008,France,Champagne Grand Cru 'Aÿ',Lallier,4.3,290,69.36,2008,Sparkling
Vendemmia Brut 2012,Italy,Franciacorta,Bellavista,4.1,293,39,2012,Sparkling
Brut Champagne (Cuvée Royale) 2008,France,Champagne,Joseph Perrier,4,297,46.5,2008,Sparkling
Saphir Saumur Brut Vintage 2017,France,Saumur,Bouvet-Ladubay,3.5,298,11.65,2017,Sparkling
Rosé Brut Champagne 2012,France,Champagne,Deutz,4.1,300,55.89,2012,Sparkling
Moscato d'Asti 2019,Italy,Moscato d'Asti,G.D. Vajra,3.9,312,15.2,2019,Sparkling
Blanc de Blancs Brut Champagne 2007,France,Champagne,Deutz,4.2,313,74.9,2007,Sparkling
Cabochon Brut 2008,Italy,Franciacorta,Monte Rossa,4.2,322,99,2008,Sparkling
Assemblage Brut Champagne 2008,France,Champagne,Bruno Paillard,4.3,331,68.19,2008,Sparkling
Brut Premier Champagne 2012,France,Champagne Premier Cru,Louis Roederer,4.1,333,62.9,2012,Sparkling
L'Ermitage Brut 2011,United States of America,Anderson Valley,Roederer Estate,4.2,334,59.9,2011,Sparkling
RSV Blush Espumante 2015,Brazil,Vale dos Vinhedos,Casa Valduga,3.9,340,14.95,2015,Sparkling
Blanc de Blancs Champagne (Extra Cuvée de Réserve) 2012,France,Champagne,Pol Roger,4.2,343,77.79,2012,Sparkling
Franciacorta Satèn 2011,Italy,Franciacorta,Bellavista,4.2,344,48.4,2011,Sparkling
Signature Chardonnay - Pinot Noir 2019,South Africa,Stellenbosch,Spier,3.6,352,6.5,2019,Sparkling
Cuvée Nicolas François Billecart Brut Champagne 2006,France,Champagne,Billecart-Salmon,4.5,355,144.27,2006,Sparkling
Réserve Brut Champagne 2006,France,Champagne,Pol Roger,4.2,358,69,2006,Sparkling
Cuvée Esplendor Vinyes Propies 2013,Spain,Penedès,Vardon Kennett,3.9,360,38.79,2013,Sparkling
Amour de Deutz Millésime Brut Champagne 2007,France,Champagne,Deutz,4.5,363,139,2007,Sparkling
Concerto Lambrusco Reggiano 2018,Italy,Reggiano,Medici Ermete,3.8,371,8.28,2018,Sparkling
Rosé Brut Champagne (Extra Cuvée de Réserve) 2009,France,Champagne,Pol Roger,4.1,383,68,2009,Sparkling
Weisser Mulatschak 2019,Austria,Burgenland,Meinklang,4.3,391,11.5,2019,Sparkling
Kaapse Vonkel Brut Rosé 2017,South Africa,Stellenbosch,Simonsig,3.8,405,14.08,2017,Sparkling
Cuvée William Deutz Millesimé Brut Champagne 2006,France,Champagne,Deutz,4.4,412,125,2006,Sparkling
‘61 Franciacorta Satèn 1961,Italy,Franciacorta,Berlucchi,3.9,421,19.9,1961,Sparkling
Crede Valdobbiadene Prosecco Superiore Brut 2017,Italy,Conegliano-Valdobbiadene Prosecco,Bisol,3.8,455,19.98,2017,Sparkling
Millesimé Brut Champagne 2006,France,Champagne,Charles Heidsieck,4.3,469,85.95,2006,Sparkling
Blanc de Blancs Brut Champagne (Vintage) 2011,France,Champagne,Louis Roederer,4.2,482,67.26,2011,Sparkling
Perlé 2014,Italy,Trento,Ferrari,3.9,483,25.89,2014,Sparkling
Alexandra Champagne Rosé (Grande Cuvée) 2004,France,Champagne,Laurent-Perrier,4.6,503,349,2004,Sparkling
Vendemmia Brut 2013,Italy,Franciacorta,Bellavista,4.2,535,37.9,2013,Sparkling
Millésimé Brut Champagne 2013,France,Champagne,Taittinger,4.2,573,60.63,2013,Sparkling
Cristal Rosé Brut Champagne (Millésimé) 2007,France,Champagne,Louis Roederer,4.6,613,495,2007,Sparkling
Brut Champagne 2008,France,Champagne,Barons de Rothschild (Lafite),4.1,619,90.43,2008,Sparkling
Brut Millésimé Champagne 2008,France,Champagne,Laurent-Perrier,4.2,624,59.95,2008,Sparkling
Riserva Lunelli 2009,Italy,Trento,Ferrari,4.3,631,51.59,2009,Sparkling
Weisser Mulatschak 2018,Austria,Burgenland,Meinklang,4.3,640,11.5,2018,Sparkling
Lightly Sparkling - Sauvignon Blanc 2017,New Zealand,Marlborough,Villa Maria,4,667,10.99,2017,Sparkling
Belle Epoque Brut Champagne 2012,France,Champagne,Perrier-Jouët,4.4,743,95.53,2012,Sparkling
Prosecco Valdobbiadene Superiore Millesimato 2017,Italy,Prosecco,Villa Sandi,3.8,753,11.21,2017,Sparkling
Riesling Brut 2015,Germany,Pfalz,Reichsrat von Buhl,3.8,763,14.9,2015,Sparkling
La Grande Dame Brut Champagne 2008,France,Champagne,Veuve Clicquot,4.4,833,142.99,2008,Sparkling
Riesling Brut 2016,Germany,Pfalz,Reichsrat von Buhl,3.9,897,14.9,2016,Sparkling
Vintage Brut Champagne 2008,France,Champagne,Veuve Clicquot,4.2,899,71.69,2008,Sparkling
Cava Gran Reserva Brut Nature Reserva de la Familia 2016,Spain,Cava,Juvé & Camps,4,908,16.48,2016,Sparkling
Rosé Brut Champagne (Vintage) 2013,France,Champagne,Louis Roederer,4.2,913,62.9,2013,Sparkling
Otello 1813 Nero di Lambrusco 2015,Italy,Emilia,Ceci,4,974,14.9,2015,Sparkling
Rosé Brut Champagne (Vintage) 2011,France,Champagne,Louis Roederer,4.3,1033,62.9,2011,Sparkling
Brut Millésimé Champagne 2006,France,Champagne,Laurent-Perrier,4.2,1074,54,2006,Sparkling
Brut Grand Millesimé Champagne 2006,France,Champagne,Gosset,4.2,1086,67.5,2006,Sparkling
'Giulio Ferrari' Riserva del Fondatore 2007,Italy,Trento,Ferrari,4.6,1191,122.27,2007,Sparkling
Concerto Lambrusco Reggiano 2017,Italy,Reggiano,Medici Ermete,3.7,1204,10.67,2017,Sparkling
La Grande Année Brut Champagne 2008,France,Champagne,Bollinger,4.5,1237,121.15,2008,Sparkling
